Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Fence,Mo_Sold,Year_Sold,Sale_Price,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_High_Density,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAe,Condition_1_RRAn,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_None,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,Misc_Feature_Other,Misc_Feature_Shed,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Shed,Sale_Type_ConLD,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl
2072,905301050,0,115149,2.0,2.0,3.0,5.0,1971,2002,2.0,2.0,1.0,2.0,0.0,0.0,3,5.0,424,1643,2.0,0.0,1824,1824,1,0,2,0,2,1,1.0,5,2,2.0,2.0,2,739,2.0,2.0,0.0,380,48,4.0,6,2007,302000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2073,905352010,0,11075,0.0,0.0,4.0,5.0,1984,1984,2.0,2.0,1.0,2.0,3.0,2.0,2,4.0,0,1190,0.0,0.0,1522,1522,0,0,2,0,3,1,2.0,7,1,2.0,0.0,2,552,2.0,2.0,0.0,0,77,0.0,2,2007,182000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2074,905352180,97,10029,1.0,0.0,4.0,5.0,1988,1989,1.0,2.0,1.0,2.0,3.0,0.0,3,5.0,320,1151,2.0,0.0,1164,2060,0,1,2,1,4,1,2.0,8,1,2.0,2.0,2,521,2.0,2.0,0.0,0,228,4.0,9,2007,211000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2075,905376090,0,17541,1.0,0.0,5.0,3.0,1948,2005,2.0,1.0,2.0,1.0,2.0,2.0,2,5.0,109,409,0.0,0.0,1325,1325,0,0,2,0,3,1,1.0,6,1,2.0,2.0,2,576,2.0,2.0,0.0,0,42,4.0,7,2007,216000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2076,905377020,0,22692,1.0,0.0,5.0,5.0,1953,1953,2.0,2.0,2.0,2.0,3.0,3.0,6,5.0,486,1073,2.0,0.0,1630,1630,0,0,2,0,3,1,2.0,6,1,2.0,2.0,2,649,2.0,2.0,1.0,0,64,4.0,3,2007,130000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2077,905377050,84,17808,0.0,0.0,6.0,5.0,1946,1950,2.0,2.0,2.0,2.0,3.0,5.0,7,5.0,484,484,2.0,0.0,1242,1242,0,0,1,0,2,1,2.0,4,0,5.0,2.0,1,336,2.0,2.0,2.0,0,0,4.0,7,2007,109900,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2078,905401020,102,12671,1.0,0.0,4.0,3.0,1954,1994,2.0,1.0,1.0,3.0,3.0,4.0,4,5.0,935,1288,0.0,0.0,2422,2422,0,0,3,0,4,1,1.0,6,2,1.0,0.0,2,527,2.0,2.0,0.0,0,63,4.0,7,2007,255000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2079,905426010,84,12615,0.0,0.0,4.0,3.0,1950,2001,2.0,2.0,2.0,1.0,1.0,1.0,1,5.0,725,1202,2.0,0.0,2158,2158,1,0,2,0,4,1,1.0,7,1,1.0,2.0,2,576,2.0,2.0,0.0,0,29,1.0,6,2007,243000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2080,905451390,70,10512,0.0,0.0,4.0,4.0,1954,1954,2.0,2.0,2.0,2.0,3.0,2.0,2,5.0,497,988,0.0,0.0,988,1626,0,0,1,1,3,1,1.0,6,0,5.0,2.0,1,332,2.0,2.0,0.0,366,0,4.0,5,2007,154000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2081,905475270,60,5400,0.0,0.0,5.0,5.0,1958,1958,2.0,2.0,2.0,2.0,3.0,3.0,6,5.0,411,864,2.0,0.0,864,864,0,1,1,0,3,1,2.0,6,0,5.0,2.0,1,399,2.0,2.0,0.0,0,0,4.0,5,2007,118000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2082,905475520,0,11515,1.0,0.0,6.0,5.0,1958,1994,2.0,2.0,5.0,5.0,4.0,6.0,5,6.0,0,0,2.0,0.0,943,943,0,0,1,0,3,1,1.0,5,0,5.0,2.0,1,308,2.0,2.0,2.0,0,0,4.0,8,2007,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2083,905476160,42,7711,1.0,0.0,6.0,7.0,1977,1977,2.0,2.0,1.0,2.0,0.0,0.0,3,5.0,0,1440,2.0,0.0,1440,1440,2,0,2,0,4,2,2.0,8,0,5.0,3.0,0,0,5.0,5.0,2.0,321,0,4.0,8,2007,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2084,905476170,58,9098,1.0,0.0,6.0,3.0,1920,2002,2.0,2.0,2.0,2.0,2.0,1.0,1,5.0,180,528,0.0,0.0,605,605,1,0,1,0,2,1,2.0,5,0,5.0,3.0,0,0,5.0,5.0,2.0,0,0,4.0,7,2007,86000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2085,905476225,39,3869,0.0,1.0,5.0,4.0,1984,1984,1.0,0.0,2.0,2.0,3.0,4.0,4,0.0,0,1038,1.0,0.0,1038,1038,0,0,2,0,2,1,2.0,5,0,5.0,1.0,1,264,2.0,2.0,0.0,0,105,4.0,7,2007,130000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2086,905478140,58,9280,0.0,0.0,5.0,4.0,1951,1951,2.0,2.0,3.0,2.0,3.0,1.0,1,5.0,785,1342,0.0,0.0,1342,1342,1,0,1,0,4,1,2.0,7,0,5.0,2.0,1,256,2.0,2.0,0.0,0,0,4.0,4,2007,125000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2087,905478220,60,11100,0.0,0.0,5.0,4.0,1951,1994,2.0,2.0,2.0,2.0,2.0,4.0,4,5.0,0,1080,2.0,0.0,1080,1480,1,0,1,0,4,1,2.0,7,1,1.0,2.0,1,253,2.0,2.0,0.0,0,0,4.0,7,2007,136500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2088,905480090,50,7550,0.0,0.0,6.0,5.0,1920,1950,3.0,3.0,2.0,3.0,3.0,5.0,7,5.0,951,951,3.0,0.0,986,1362,0,0,2,0,4,1,2.0,7,0,5.0,2.0,1,280,3.0,2.0,1.0,0,0,1.0,3,2007,96000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2089,905480180,60,9060,0.0,0.0,5.0,4.0,1957,2006,2.0,2.0,5.0,5.0,4.0,6.0,5,6.0,0,0,0.0,0.0,1340,1340,0,0,1,0,3,1,2.0,7,1,1.0,1.0,1,252,2.0,2.0,0.0,116,0,1.0,6,2007,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2090,906200230,104,23920,0.0,0.0,4.0,5.0,1984,1984,2.0,2.0,2.0,2.0,3.0,5.0,7,5.0,1105,1105,0.0,0.0,1105,1822,0,0,2,0,4,1,1.0,7,1,4.0,2.0,2,515,2.0,2.0,1.0,0,195,4.0,4,2007,228500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2091,906201022,114,10357,1.0,0.0,3.0,5.0,1990,1991,1.0,2.0,1.0,2.0,2.0,0.0,3,5.0,172,910,1.0,0.0,1442,1442,1,0,2,0,3,1,1.0,6,1,2.0,0.0,2,719,2.0,2.0,0.0,0,244,4.0,5,2007,179900,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2092,906201023,116,13474,0.0,0.0,3.0,5.0,1990,1991,1.0,2.0,1.0,2.0,3.0,1.0,1,5.0,0,700,1.0,0.0,1122,2243,1,0,2,1,4,1,1.0,8,1,2.0,1.0,3,746,2.0,2.0,0.0,127,44,4.0,6,2007,225000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2093,906201200,86,10380,1.0,0.0,3.0,5.0,1986,1987,1.0,2.0,2.0,2.0,0.0,4.0,4,1.0,0,1502,0.0,0.0,1553,2730,1,0,2,1,4,1,1.0,8,1,2.0,0.0,2,576,2.0,2.0,0.0,201,96,1.0,8,2007,301000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2094,906203140,103,13125,1.0,0.0,3.0,5.0,1991,1991,1.0,2.0,0.0,2.0,2.0,2.0,2,0.0,422,1104,0.0,0.0,912,2127,1,0,2,1,4,1,1.0,8,1,2.0,1.0,3,833,2.0,2.0,0.0,72,192,0.0,11,2007,238000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2095,906204140,82,11287,0.0,0.0,3.0,4.0,1989,1989,1.0,2.0,1.0,2.0,1.0,0.0,3,5.0,386,807,1.0,0.0,1175,1982,0,0,2,1,3,1,1.0,7,1,2.0,0.0,2,575,2.0,2.0,0.0,0,84,4.0,1,2007,228500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2096,906223040,75,9317,0.0,0.0,3.0,5.0,1994,2001,1.0,1.0,1.0,1.0,3.0,0.0,3,5.0,282,779,0.0,0.0,1029,1958,1,0,2,1,3,1,1.0,7,1,2.0,1.0,2,499,2.0,2.0,0.0,202,93,4.0,7,2007,220000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2097,906340080,77,9965,0.0,0.0,3.0,5.0,2007,2007,1.0,2.0,0.0,2.0,1.0,0.0,3,5.0,280,1264,0.0,0.0,1282,2696,1,0,2,1,4,1,0.0,10,1,1.0,0.0,3,792,2.0,2.0,0.0,120,184,4.0,10,2007,383970,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2098,906340090,77,9965,0.0,0.0,2.0,5.0,2006,2007,1.0,2.0,0.0,2.0,0.0,0.0,3,5.0,316,1466,0.0,0.0,1466,2828,1,0,3,0,4,1,1.0,11,1,2.0,1.0,3,1052,2.0,2.0,0.0,125,144,4.0,4,2007,424870,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2099,906378120,71,9178,0.0,0.0,2.0,5.0,2007,2007,1.0,2.0,1.0,2.0,1.0,5.0,7,5.0,1643,1643,0.0,0.0,1651,1651,0,0,2,0,3,1,1.0,7,1,1.0,0.0,3,870,2.0,2.0,0.0,204,64,4.0,9,2007,250000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2100,906378150,93,10481,1.0,0.0,2.0,5.0,2006,2007,1.0,2.0,1.0,2.0,1.0,5.0,7,5.0,2140,2140,0.0,0.0,2140,2140,0,0,2,1,3,1,1.0,8,0,5.0,0.0,3,894,2.0,2.0,0.0,136,32,4.0,6,2007,360000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2101,906378170,91,10652,1.0,0.0,3.0,5.0,2006,2007,1.0,2.0,1.0,2.0,1.0,5.0,7,5.0,1494,1494,0.0,0.0,1494,1494,0,0,2,0,3,1,1.0,7,1,1.0,1.0,3,840,2.0,2.0,0.0,160,33,4.0,8,2007,279500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2102,906380010,103,11175,1.0,0.0,3.0,5.0,2007,2007,1.0,2.0,1.0,2.0,1.0,5.0,7,5.0,1316,1316,0.0,0.0,1316,1316,0,0,2,0,3,1,1.0,6,1,1.0,0.0,2,440,2.0,2.0,0.0,0,20,4.0,10,2007,200141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2103,906380040,66,10235,1.0,0.0,2.0,5.0,2007,2007,1.0,2.0,1.0,2.0,1.0,5.0,7,5.0,1643,1643,0.0,0.0,1651,1651,0,0,2,0,3,1,1.0,7,1,1.0,1.0,3,870,2.0,2.0,0.0,192,64,4.0,9,2007,246500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2104,906380070,69,9588,1.0,0.0,2.0,5.0,2007,2007,1.0,2.0,0.0,2.0,3.0,5.0,7,5.0,1482,1482,0.0,0.0,1482,2574,0,0,2,1,3,1,0.0,10,1,1.0,0.0,3,868,2.0,2.0,0.0,0,148,4.0,11,2007,276000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
